reward: 0.4175, epoch: 530, params: 2476306, epoch_time: 97.6887, genotype: [[6, [0, 0, 3, 1], [1, 0, 8, 0], [6, 2, 7, 0]], [[3, 0], [3, 1], [2, 1]]]
reward: 0.4520, epoch: 552, params: 2190610, epoch_time: 103.2680, genotype: [[0, [0, 0, 9, 4], [1, 2, 1, 9], [2, 2, 9, 8]], [[0, 0], [0, 1], [0, 3]]]
reward: 0.4070, epoch: 553, params: 2184466, epoch_time: 54.6439, genotype: [[10, [0, 0, 0, 2], [2, 2, 10, 1], [2, 1, 10, 0]], [[0, 1], [1, 3], [0, 0]]]
reward: 0.3681, epoch: 554, params: 2038546, epoch_time: 47.5732, genotype: [[8, [0, 0, 8, 0], [1, 0, 0, 9], [4, 2, 10, 8]], [[3, 1], [3, 1], [2, 1]]]
reward: 0.4535, epoch: 555, params: 2186514, epoch_time: 57.0926, genotype: [[10, [0, 0, 0, 6], [2, 0, 8, 9], [5, 2, 0, 10]], [[3, 0], [0, 1], [4, 1]]]
reward: 0.3575, epoch: 556, params: 2624274, epoch_time: 82.6048, genotype: [[7, [0, 0, 4, 5], [0, 3, 5, 10], [4, 2, 0, 6]], [[2, 0], [2, 1], [1, 4]]]
reward: 0.3556, epoch: 557, params: 2836626, epoch_time: 60.7687, genotype: [[9, [0, 0, 5, 1], [2, 0, 8, 6], [3, 0, 8, 6]], [[0, 2], [3, 1], [5, 0]]]
reward: 0.5629, epoch: 558, params: 2235154, epoch_time: 93.0963, genotype: [[0, [0, 0, 2, 0], [2, 0, 0, 5], [4, 2, 10, 4]], [[0, 0], [2, 3], [0, 0]]]
reward: 0.4368, epoch: 559, params: 2161170, epoch_time: 55.2851, genotype: [[3, [0, 0, 0, 10], [2, 1, 9, 9], [4, 3, 9, 5]], [[3, 0], [4, 3], [0, 0]]]
reward: 0.4095, epoch: 560, params: 2215314, epoch_time: 49.7444, genotype: [[9, [0, 0, 9, 8], [1, 2, 0, 7], [4, 6, 5, 4]], [[3, 1], [4, 1], [2, 2]]]
reward: 0.3146, epoch: 561, params: 2055058, epoch_time: 65.6881, genotype: [[0, [0, 0, 2, 4], [2, 0, 7, 8], [5, 1, 9, 2]], [[0, 1], [3, 1], [2, 2]]]
reward: 0.4053, epoch: 562, params: 2197522, epoch_time: 56.2815, genotype: [[8, [0, 0, 2, 10], [1, 3, 1, 2], [2, 6, 9, 9]], [[2, 0], [2, 1], [0, 0]]]
reward: 0.3854, epoch: 563, params: 2252946, epoch_time: 80.1431, genotype: [[0, [0, 0, 4, 0], [0, 2, 0, 0], [2, 5, 0, 5]], [[2, 0], [3, 1], [4, 3]]]
reward: 0.4481, epoch: 564, params: 2202258, epoch_time: 90.7917, genotype: [[0, [0, 0, 10, 0], [2, 2, 0, 9], [2, 6, 4, 1]], [[2, 0], [3, 0], [2, 4]]]
reward: 0.4253, epoch: 565, params: 2222866, epoch_time: 47.0551, genotype: [[9, [0, 0, 3, 9], [2, 0, 0, 7], [3, 3, 2, 5]], [[1, 3], [3, 1], [2, 2]]]
reward: 0.4883, epoch: 566, params: 2250898, epoch_time: 154.6347, genotype: [[6, [0, 0, 9, 4], [1, 0, 8, 4], [4, 0, 8, 4]], [[0, 2], [0, 1], [2, 1]]]
reward: 0.4859, epoch: 567, params: 2441362, epoch_time: 130.5358, genotype: [[4, [0, 0, 2, 1], [3, 3, 5, 8], [3, 0, 4, 9]], [[0, 0], [3, 0], [2, 3]]]
reward: 0.4770, epoch: 568, params: 2190610, epoch_time: 51.0352, genotype: [[5, [0, 0, 10, 0], [3, 0, 10, 0], [3, 0, 8, 10]], [[2, 1], [0, 3], [1, 1]]]
reward: 0.4231, epoch: 569, params: 2431762, epoch_time: 51.8457, genotype: [[0, [0, 0, 0, 2], [1, 1, 0, 5], [3, 1, 10, 6]], [[2, 0], [3, 1], [1, 3]]]
reward: 0.3860, epoch: 570, params: 2406418, epoch_time: 51.3840, genotype: [[1, [0, 0, 9, 10], [2, 1, 5, 0], [2, 4, 0, 7]], [[3, 0], [2, 1], [2, 1]]]
reward: 0.4183, epoch: 571, params: 2034450, epoch_time: 57.7300, genotype: [[9, [0, 0, 0, 0], [2, 1, 0, 0], [2, 1, 7, 0]], [[2, 0], [2, 0], [4, 0]]]
reward: 0.4139, epoch: 572, params: 2624914, epoch_time: 50.5693, genotype: [[1, [0, 0, 1, 10], [0, 3, 0, 0], [3, 2, 6, 0]], [[2, 2], [2, 3], [2, 0]]]
reward: 0.4735, epoch: 573, params: 2276242, epoch_time: 48.3739, genotype: [[6, [0, 0, 8, 0], [0, 0, 0, 8], [4, 1, 0, 0]], [[2, 1], [3, 3], [3, 1]]]
reward: 0.4450, epoch: 574, params: 2831122, epoch_time: 63.5945, genotype: [[8, [0, 0, 1, 0], [1, 3, 6, 5], [6, 2, 10, 1]], [[0, 1], [0, 3], [2, 0]]]
reward: 0.4358, epoch: 575, params: 2057746, epoch_time: 52.2330, genotype: [[9, [0, 0, 0, 0], [1, 0, 0, 8], [4, 6, 2, 8]], [[1, 2], [3, 3], [0, 1]]]
reward: 0.4496, epoch: 576, params: 1974162, epoch_time: 54.2056, genotype: [[8, [0, 0, 9, 10], [2, 1, 9, 10], [2, 0, 8, 0]], [[0, 1], [1, 1], [4, 0]]]
reward: 0.4041, epoch: 577, params: 2453010, epoch_time: 48.6264, genotype: [[0, [0, 0, 0, 2], [3, 0, 0, 6], [3, 2, 5, 0]], [[1, 1], [4, 2], [4, 1]]]
reward: 0.3489, epoch: 578, params: 1999506, epoch_time: 95.2914, genotype: [[10, [0, 0, 4, 8], [2, 0, 0, 10], [3, 0, 9, 8]], [[3, 0], [4, 1], [0, 1]]]
reward: 0.4208, epoch: 579, params: 2630418, epoch_time: 59.5204, genotype: [[5, [0, 0, 10, 0], [2, 0, 0, 3], [3, 0, 6, 5]], [[1, 0], [0, 4], [2, 2]]]
reward: 0.4339, epoch: 580, params: 2398866, epoch_time: 56.2424, genotype: [[0, [0, 0, 6, 0], [0, 2, 10, 5], [5, 2, 0, 9]], [[0, 0], [3, 3], [4, 4]]]
reward: 0.4813, epoch: 581, params: 2633874, epoch_time: 55.7393, genotype: [[6, [0, 0, 0, 8], [0, 2, 2, 6], [3, 6, 5, 10]], [[2, 2], [1, 4], [0, 0]]]
reward: 0.4421, epoch: 582, params: 2408466, epoch_time: 51.6415, genotype: [[9, [0, 0, 6, 0], [0, 3, 6, 9], [2, 0, 8, 0]], [[2, 0], [2, 1], [5, 1]]]
reward: 0.4982, epoch: 583, params: 1994002, epoch_time: 63.0096, genotype: [[0, [0, 0, 0, 9], [0, 3, 3, 10], [3, 5, 4, 9]], [[2, 2], [1, 0], [3, 1]]]
reward: 0.3810, epoch: 584, params: 2383122, epoch_time: 59.4304, genotype: [[0, [0, 0, 5, 10], [0, 3, 9, 3], [3, 6, 10, 5]], [[0, 1], [4, 1], [0, 0]]]
reward: 0.4353, epoch: 585, params: 2404370, epoch_time: 47.1886, genotype: [[0, [0, 0, 0, 10], [2, 0, 10, 8], [6, 1, 6, 6]], [[3, 1], [1, 3], [5, 4]]]
reward: 0.4916, epoch: 586, params: 2838674, epoch_time: 66.0630, genotype: [[5, [0, 0, 1, 0], [1, 3, 0, 5], [2, 1, 0, 1]], [[1, 0], [4, 1], [5, 4]]]
reward: 0.4124, epoch: 587, params: 2574226, epoch_time: 49.6081, genotype: [[6, [0, 0, 9, 9], [2, 3, 10, 5], [3, 1, 0, 6]], [[3, 1], [3, 3], [0, 1]]]
reward: 0.4754, epoch: 588, params: 2411922, epoch_time: 62.5225, genotype: [[8, [0, 0, 2, 1], [2, 3, 10, 10], [0, 6, 5, 0]], [[2, 0], [4, 3], [0, 0]]]
reward: 0.3612, epoch: 589, params: 2215314, epoch_time: 58.9860, genotype: [[9, [0, 0, 2, 0], [1, 0, 8, 10], [2, 6, 5, 0]], [[3, 0], [1, 4], [3, 4]]]
reward: 0.3861, epoch: 590, params: 2155026, epoch_time: 45.7665, genotype: [[5, [0, 0, 2, 0], [2, 0, 10, 10], [3, 2, 9, 9]], [[2, 1], [4, 3], [2, 3]]]
reward: 0.4189, epoch: 591, params: 2227602, epoch_time: 92.4249, genotype: [[0, [0, 0, 0, 10], [2, 2, 4, 0], [3, 4, 0, 6]], [[2, 0], [4, 3], [3, 0]]]
reward: 0.3956, epoch: 592, params: 2603026, epoch_time: 54.3651, genotype: [[0, [0, 0, 5, 9], [0, 0, 5, 2], [4, 5, 9, 6]], [[3, 0], [3, 3], [0, 1]]]
reward: 0.3946, epoch: 593, params: 2472210, epoch_time: 50.3027, genotype: [[0, [0, 0, 2, 6], [3, 2, 0, 8], [5, 0, 1, 8]], [[1, 3], [4, 1], [4, 3]]]
reward: 0.3870, epoch: 594, params: 2217362, epoch_time: 47.6219, genotype: [[10, [0, 0, 3, 3], [2, 0, 0, 6], [0, 1, 0, 9]], [[1, 2], [3, 4], [2, 5]]]
reward: 0.5597, epoch: 595, params: 2616722, epoch_time: 46.8716, genotype: [[9, [0, 0, 1, 0], [3, 0, 0, 0], [1, 5, 5, 6]], [[3, 2], [4, 1], [5, 3]]]
reward: 0.4815, epoch: 596, params: 2024850, epoch_time: 85.5738, genotype: [[0, [0, 0, 10, 0], [2, 2, 4, 10], [2, 0, 8, 8]], [[3, 0], [3, 2], [4, 0]]]
reward: 0.4423, epoch: 597, params: 1977618, epoch_time: 56.2628, genotype: [[7, [0, 0, 10, 8], [2, 0, 10, 10], [3, 5, 8, 9]], [[0, 2], [3, 0], [4, 3]]]
reward: 0.3946, epoch: 598, params: 2019346, epoch_time: 70.4146, genotype: [[0, [0, 0, 0, 9], [3, 3, 4, 9], [4, 1, 3, 0]], [[2, 2], [1, 3], [0, 0]]]
reward: 0.3137, epoch: 599, params: 1954962, epoch_time: 48.3530, genotype: [[0, [0, 0, 0, 10], [0, 3, 10, 10], [0, 2, 10, 4]], [[3, 1], [4, 3], [2, 1]]]
reward: 0.5144, epoch: 600, params: 2402962, epoch_time: 58.4139, genotype: [[5, [0, 0, 9, 9], [2, 1, 0, 0], [0, 2, 5, 0]], [[0, 1], [1, 0], [0, 0]]]
reward: 0.3929, epoch: 601, params: 2630418, epoch_time: 113.0307, genotype: [[4, [0, 0, 6, 5], [0, 2, 6, 8], [3, 1, 0, 10]], [[0, 0], [2, 4], [4, 1]]]
reward: 0.5629, epoch: 602, params: 2396818, epoch_time: 59.1735, genotype: [[10, [0, 0, 8, 8], [0, 0, 10, 9], [4, 2, 1, 1]], [[0, 2], [2, 0], [0, 3]]]
reward: 0.4692, epoch: 603, params: 2644114, epoch_time: 51.5474, genotype: [[8, [0, 0, 1, 6], [2, 0, 10, 8], [3, 5, 5, 0]], [[2, 0], [2, 3], [2, 3]]]
reward: 0.4277, epoch: 604, params: 2408466, epoch_time: 57.5541, genotype: [[6, [0, 0, 0, 8], [2, 1, 10, 0], [4, 1, 1, 9]], [[0, 0], [1, 1], [4, 1]]]
reward: 0.3843, epoch: 605, params: 2821522, epoch_time: 59.6408, genotype: [[6, [0, 0, 5, 0], [0, 1, 5, 5], [3, 1, 0, 10]], [[0, 0], [0, 0], [2, 3]]]
reward: 0.1551, epoch: 606, params: 2433170, epoch_time: 33.0682, genotype: [[0, [0, 0, 0, 2], [2, 3, 6, 8], [0, 4, 6, 9]], [[0, 0], [4, 0], [5, 4]]]
reward: 0.4016, epoch: 607, params: 2036498, epoch_time: 46.1505, genotype: [[9, [0, 0, 8, 0], [0, 3, 0, 0], [1, 0, 0, 0]], [[2, 1], [4, 2], [5, 5]]]
reward: 0.4210, epoch: 608, params: 2453650, epoch_time: 54.9611, genotype: [[0, [0, 0, 5, 5], [0, 1, 0, 0], [2, 0, 0, 0]], [[2, 0], [0, 1], [3, 1]]]
reward: 0.4301, epoch: 609, params: 2256402, epoch_time: 46.6055, genotype: [[8, [0, 0, 0, 8], [2, 0, 5, 8], [0, 0, 0, 9]], [[2, 1], [3, 3], [2, 4]]]
reward: 0.1551, epoch: 610, params: 2472210, epoch_time: 33.3521, genotype: [[0, [0, 0, 8, 0], [2, 0, 6, 7], [0, 2, 6, 8]], [[0, 2], [2, 0], [4, 0]]]
reward: 0.4373, epoch: 611, params: 2059794, epoch_time: 112.9730, genotype: [[0, [0, 0, 10, 4], [2, 1, 8, 8], [6, 1, 8, 0]], [[2, 0], [4, 1], [4, 0]]]
reward: 0.3606, epoch: 612, params: 2411922, epoch_time: 60.8812, genotype: [[6, [0, 0, 10, 6], [2, 3, 0, 3], [0, 2, 10, 7]], [[2, 0], [3, 0], [0, 4]]]
reward: 0.4965, epoch: 613, params: 2433810, epoch_time: 49.0221, genotype: [[5, [0, 0, 9, 6], [2, 3, 8, 0], [3, 1, 4, 0]], [[2, 1], [2, 3], [2, 4]]]
reward: 0.3342, epoch: 614, params: 2261906, epoch_time: 118.3466, genotype: [[6, [0, 0, 0, 2], [0, 3, 8, 0], [3, 2, 4, 4]], [[2, 0], [3, 1], [4, 5]]]
reward: 0.5404, epoch: 615, params: 2281746, epoch_time: 49.1791, genotype: [[8, [0, 0, 6, 8], [2, 2, 0, 0], [3, 6, 0, 8]], [[2, 2], [2, 4], [4, 1]]]
reward: 0.3308, epoch: 616, params: 2424210, epoch_time: 56.2532, genotype: [[6, [0, 0, 9, 0], [2, 3, 0, 0], [1, 1, 0, 5]], [[0, 0], [4, 0], [2, 3]]]
reward: 0.3637, epoch: 617, params: 2181010, epoch_time: 47.4801, genotype: [[9, [0, 0, 9, 1], [0, 3, 0, 0], [1, 2, 9, 0]], [[2, 1], [0, 1], [2, 2]]]
reward: 0.4949, epoch: 618, params: 2468754, epoch_time: 64.9978, genotype: [[0, [0, 0, 0, 1], [2, 3, 8, 5], [4, 0, 8, 0]], [[0, 3], [3, 0], [4, 0]]]
reward: 0.3657, epoch: 619, params: 2630418, epoch_time: 45.4610, genotype: [[3, [0, 0, 5, 0], [0, 0, 0, 9], [3, 1, 6, 5]], [[2, 2], [4, 2], [2, 3]]]
reward: 0.4154, epoch: 620, params: 2644114, epoch_time: 46.0968, genotype: [[8, [0, 0, 8, 10], [2, 0, 5, 5], [3, 0, 6, 0]], [[2, 2], [3, 2], [2, 2]]]
reward: 0.3826, epoch: 621, params: 2595474, epoch_time: 60.5976, genotype: [[6, [0, 0, 0, 0], [3, 1, 9, 5], [0, 5, 5, 10]], [[0, 0], [4, 3], [4, 4]]]
reward: 0.3525, epoch: 622, params: 2222866, epoch_time: 50.1337, genotype: [[0, [0, 0, 10, 2], [0, 2, 9, 6], [6, 1, 8, 2]], [[2, 2], [3, 1], [0, 2]]]
reward: 0.4178, epoch: 623, params: 2215954, epoch_time: 49.1033, genotype: [[0, [0, 0, 0, 0], [2, 3, 6, 9], [2, 0, 8, 9]], [[2, 2], [2, 1], [3, 0]]]
reward: 0.4660, epoch: 624, params: 2437266, epoch_time: 54.7358, genotype: [[6, [0, 0, 8, 0], [0, 3, 7, 5], [4, 0, 10, 0]], [[0, 0], [1, 1], [5, 5]]]
reward: 0.3283, epoch: 625, params: 2285202, epoch_time: 49.2025, genotype: [[0, [0, 0, 4, 1], [0, 0, 8, 2], [3, 4, 8, 8]], [[3, 1], [3, 3], [3, 4]]]
reward: 0.3113, epoch: 626, params: 2224914, epoch_time: 45.2831, genotype: [[0, [0, 0, 8, 10], [2, 2, 9, 5], [4, 1, 2, 8]], [[2, 2], [1, 1], [4, 3]]]
reward: 0.4277, epoch: 627, params: 2231058, epoch_time: 49.3613, genotype: [[0, [0, 0, 0, 0], [2, 3, 9, 1], [0, 0, 0, 2]], [[3, 1], [2, 3], [0, 4]]]
reward: 0.4552, epoch: 628, params: 2444818, epoch_time: 60.9506, genotype: [[7, [0, 0, 2, 5], [3, 3, 8, 6], [3, 5, 0, 10]], [[0, 3], [3, 0], [0, 3]]]
reward: 0.4035, epoch: 629, params: 2655762, epoch_time: 113.7175, genotype: [[0, [0, 0, 5, 0], [1, 2, 8, 1], [5, 5, 5, 4]], [[0, 0], [4, 3], [4, 3]]]
reward: 0.3705, epoch: 630, params: 2186514, epoch_time: 57.5065, genotype: [[10, [0, 0, 1, 0], [2, 1, 10, 8], [4, 2, 0, 10]], [[0, 0], [0, 4], [4, 2]]]
reward: 0.3763, epoch: 631, params: 2663314, epoch_time: 64.9883, genotype: [[5, [0, 0, 0, 4], [2, 2, 1, 5], [2, 0, 2, 8]], [[2, 2], [3, 3], [1, 0]]]
reward: 0.3857, epoch: 632, params: 2633874, epoch_time: 54.4401, genotype: [[6, [0, 0, 6, 8], [2, 3, 6, 0], [0, 6, 7, 10]], [[3, 1], [4, 3], [0, 0]]]
reward: 0.5057, epoch: 633, params: 2234514, epoch_time: 57.9599, genotype: [[10, [0, 0, 1, 8], [0, 0, 2, 8], [3, 1, 8, 10]], [[3, 0], [3, 3], [4, 0]]]
reward: 0.4676, epoch: 634, params: 2181010, epoch_time: 46.7160, genotype: [[4, [0, 0, 9, 5], [1, 3, 10, 0], [3, 2, 9, 0]], [[2, 3], [2, 1], [1, 2]]]
reward: 0.3690, epoch: 635, params: 2662674, epoch_time: 62.2548, genotype: [[2, [0, 0, 0, 2], [2, 3, 1, 8], [4, 6, 5, 5]], [[0, 0], [3, 2], [1, 4]]]
reward: 0.4338, epoch: 636, params: 2424210, epoch_time: 47.2712, genotype: [[4, [0, 0, 0, 5], [2, 2, 5, 0], [5, 6, 10, 0]], [[2, 2], [4, 4], [4, 2]]]
reward: 0.3562, epoch: 637, params: 2036498, epoch_time: 53.7155, genotype: [[0, [0, 0, 10, 0], [2, 0, 0, 0], [2, 0, 8, 0]], [[3, 2], [4, 0], [5, 1]]]
reward: 0.4628, epoch: 638, params: 2192018, epoch_time: 51.9395, genotype: [[5, [0, 0, 9, 0], [2, 3, 10, 8], [2, 4, 3, 9]], [[2, 0], [3, 2], [5, 4]]]
reward: 0.3879, epoch: 639, params: 2050194, epoch_time: 55.5727, genotype: [[0, [0, 0, 0, 0], [2, 2, 0, 3], [4, 0, 8, 10]], [[2, 2], [3, 0], [5, 1]]]
reward: 0.3674, epoch: 640, params: 2428306, epoch_time: 86.2711, genotype: [[4, [0, 0, 5, 0], [2, 1, 10, 6], [2, 6, 0, 0]], [[0, 0], [3, 1], [3, 0]]]
reward: 0.3574, epoch: 641, params: 2227602, epoch_time: 45.6011, genotype: [[0, [0, 0, 0, 4], [2, 0, 0, 6], [0, 6, 9, 0]], [[3, 2], [1, 3], [4, 4]]]
reward: 0.4890, epoch: 642, params: 2591378, epoch_time: 58.3928, genotype: [[0, [0, 0, 5, 0], [2, 1, 10, 10], [2, 6, 1, 1]], [[2, 0], [0, 3], [4, 5]]]
reward: 0.5034, epoch: 643, params: 2418066, epoch_time: 89.2849, genotype: [[8, [0, 0, 10, 10], [3, 1, 1, 1], [3, 0, 4, 3]], [[3, 0], [2, 1], [4, 4]]]
reward: 0.4821, epoch: 644, params: 2069394, epoch_time: 55.9371, genotype: [[4, [0, 0, 2, 8], [0, 0, 0, 0], [0, 1, 4, 0]], [[1, 3], [4, 1], [3, 1]]]
reward: 0.3962, epoch: 645, params: 2250258, epoch_time: 60.6505, genotype: [[5, [0, 0, 10, 7], [3, 0, 3, 0], [4, 1, 0, 3]], [[0, 0], [3, 1], [4, 4]]]
reward: 0.4907, epoch: 646, params: 2453010, epoch_time: 66.4815, genotype: [[8, [0, 0, 10, 8], [2, 2, 6, 0], [0, 1, 8, 1]], [[0, 0], [4, 1], [0, 3]]]
reward: 0.4398, epoch: 647, params: 2462610, epoch_time: 112.4471, genotype: [[7, [0, 0, 8, 0], [2, 1, 0, 4], [3, 4, 1, 6]], [[2, 0], [4, 4], [0, 2]]]
reward: 0.1551, epoch: 648, params: 2228370, epoch_time: 33.3747, genotype: [[6, [0, 0, 9, 2], [3, 3, 9, 2], [3, 1, 8, 8]], [[0, 1], [4, 4], [0, 0]]]
reward: 0.4023, epoch: 649, params: 2856466, epoch_time: 60.1292, genotype: [[8, [0, 0, 6, 5], [1, 3, 0, 5], [0, 0, 0, 6]], [[2, 2], [0, 1], [1, 0]]]
reward: 0.4354, epoch: 650, params: 2988690, epoch_time: 56.4717, genotype: [[5, [0, 0, 1, 1], [1, 2, 9, 10], [1, 2, 1, 5]], [[3, 2], [0, 3], [5, 0]]]
reward: 0.3986, epoch: 651, params: 2225554, epoch_time: 51.2674, genotype: [[8, [0, 0, 8, 6], [1, 0, 0, 0], [5, 1, 9, 10]], [[0, 2], [1, 2], [1, 1]]]
reward: 0.5253, epoch: 652, params: 2633874, epoch_time: 67.5338, genotype: [[6, [0, 0, 1, 4], [2, 2, 5, 8], [3, 6, 9, 7]], [[1, 2], [0, 3], [4, 2]]]
reward: 0.4775, epoch: 653, params: 2183826, epoch_time: 56.2117, genotype: [[2, [0, 0, 0, 7], [0, 1, 10, 5], [2, 5, 9, 10]], [[0, 0], [0, 3], [5, 1]]]
reward: 0.5196, epoch: 654, params: 2603026, epoch_time: 64.9442, genotype: [[9, [0, 0, 5, 5], [1, 1, 4, 6], [5, 0, 2, 10]], [[2, 0], [1, 1], [2, 2]]]
reward: 0.4617, epoch: 655, params: 2433810, epoch_time: 62.8484, genotype: [[6, [0, 0, 6, 10], [2, 3, 4, 0], [4, 0, 8, 0]], [[2, 2], [0, 1], [4, 2]]]
reward: 0.3977, epoch: 656, params: 2402962, epoch_time: 54.0701, genotype: [[10, [0, 0, 0, 6], [2, 1, 0, 0], [5, 0, 10, 6]], [[2, 0], [2, 2], [2, 0]]]
reward: 0.4059, epoch: 657, params: 2437906, epoch_time: 53.6046, genotype: [[5, [0, 0, 0, 10], [2, 0, 3, 0], [4, 6, 5, 0]], [[3, 0], [1, 1], [2, 1]]]
reward: 0.4478, epoch: 658, params: 2281746, epoch_time: 61.1698, genotype: [[0, [0, 0, 8, 3], [2, 0, 8, 0], [6, 4, 0, 1]], [[0, 0], [2, 4], [2, 3]]]
reward: 0.4361, epoch: 659, params: 2827026, epoch_time: 52.4571, genotype: [[0, [0, 0, 1, 6], [2, 1, 5, 9], [2, 6, 8, 5]], [[2, 2], [4, 4], [4, 0]]]
reward: 0.5173, epoch: 660, params: 2005650, epoch_time: 77.9250, genotype: [[0, [0, 0, 10, 0], [0, 1, 0, 9], [3, 1, 4, 0]], [[1, 2], [0, 2], [4, 0]]]
reward: 0.5039, epoch: 661, params: 2416018, epoch_time: 55.0294, genotype: [[2, [0, 0, 6, 8], [1, 2, 9, 10], [2, 1, 0, 5]], [[3, 0], [2, 3], [3, 0]]]
reward: 0.3698, epoch: 662, params: 3014034, epoch_time: 100.6894, genotype: [[6, [0, 0, 6, 4], [3, 2, 5, 5], [4, 6, 6, 9]], [[3, 0], [4, 3], [2, 4]]]
reward: 0.4983, epoch: 663, params: 2463250, epoch_time: 48.6386, genotype: [[0, [0, 0, 6, 6], [3, 0, 3, 0], [6, 1, 0, 0]], [[2, 2], [2, 1], [2, 1]]]
reward: 0.4301, epoch: 664, params: 3018130, epoch_time: 56.8826, genotype: [[5, [0, 0, 5, 0], [2, 2, 10, 1], [0, 5, 6, 5]], [[2, 2], [2, 0], [3, 0]]]
reward: 0.5654, epoch: 665, params: 2219410, epoch_time: 55.5328, genotype: [[0, [0, 0, 0, 8], [1, 0, 2, 1], [3, 2, 10, 10]], [[0, 2], [1, 0], [2, 1]]]
